C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,ANNO,MES,ARALEXCATE,ARALEXOSTE,ARALEXTAMA,ARDINOACUM,ARDINOACUT,ARPROTRETI,ARPSEUAUST,ARPSEUPSEU
10,L03N1,1,CRUCERO 5,2012-06-26,2012,JUNIO,0,0,0,1,0,0,0,0
10,L04,1,CRUCERO 5,2012-06-25,2012,JUNIO,0,1,0,1,0,0,1,1
10,L04N2,1,CRUCERO 5,2012-06-27,2012,JUNIO,0,0,0,0,0,0,0,0
10,L04N3,1,CRUCERO 5,2012-06-25,2012,JUNIO,0,1,0,1,0,0,1,0
10,L04N4,1,CRUCERO 5,2012-06-25,2012,JUNIO,0,1,0,1,0,0,0,1
10,L05,1,CRUCERO 5,2012-07-02,2012,JULIO,0,0,0,1,0,0,0,0
10,L06,1,CRUCERO 5,2012-07-02,2012,JULIO,0,1,0,0,0,0,0,0
10,L06N1,1,CRUCERO 5,2012-06-29,2012,JUNIO,0,0,0,1,0,0,0,0
10,L06N2,1,CRUCERO 5,2012-07-01,2012,JULIO,0,0,0,0,0,0,0,0
10,L07,1,CRUCERO 5,2012-06-14,2012,JUNIO,0,1,0,2,0,0,3,2
10,L08,1,CRUCERO 5,2012-06-14,2012,JUNIO,0,1,0,1,0,0,3,2
10,L09,1,CRUCERO 5,2012-06-14,2012,JUNIO,0,1,0,1,0,0,3,2
10,L09N1,1,CRUCERO 5,2012-06-15,2012,JUNIO,0,0,0,1,0,1,2,2
10,L10,1,CRUCERO 5,2012-06-15,2012,JUNIO,0,0,0,1,0,1,3,3
10,L10N2,1,CRUCERO 5,2012-06-15,2012,JUNIO,0,0,0,1,1,0,2,2
10,L10N3,1,CRUCERO 5,2012-06-16,2012,JUNIO,0,0,0,1,0,0,2,1
10,L11,1,CRUCERO 5,2012-06-14,2012,JUNIO,1,1,0,2,1,0,2,2
10,L12,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,1,0,1,0,0,1,1
10,L13,1,CRUCERO 5,2012-06-16,2012,JUNIO,0,1,0,1,0,0,1,1
10,L13N1,1,CRUCERO 5,2012-06-16,2012,JUNIO,0,0,0,1,1,0,1,1
10,L14,1,CRUCERO 5,2012-06-16,2012,JUNIO,0,0,0,1,0,0,1,1
10,L16,1,CRUCERO 5,2012-07-11,2012,JULIO,2,1,1,2,0,1,1,0
10,L16N1,1,CRUCERO 5,2012-07-12,2012,JULIO,1,1,1,3,1,1,1,0
10,L17,1,CRUCERO 5,2012-07-10,2012,JULIO,0,0,0,1,1,0,1,1
10,L17N1,1,CRUCERO 5,2012-07-10,2012,JULIO,0,0,0,1,0,0,1,1
10,L17N2,1,CRUCERO 5,2012-07-11,2012,JULIO,0,1,1,1,1,1,1,1
10,L19,1,CRUCERO 5,2012-07-06,2012,JULIO,1,0,1,2,0,1,2,1
10,L19N1,1,CRUCERO 5,2012-07-06,2012,JULIO,1,1,1,3,1,1,2,1
10,L19N2,1,CRUCERO 5,2012-07-06,2012,JULIO,0,0,1,2,0,1,2,0
10,L19N3,1,CRUCERO 5,2012-07-09,2012,JULIO,1,1,0,1,0,1,1,1
10,L19N4,1,CRUCERO 5,2012-07-09,2012,JULIO,1,1,1,2,0,0,1,1
10,L20,1,CRUCERO 5,2012-07-06,2012,JULIO,0,0,1,2,0,1,1,0
10,L20N1,1,CRUCERO 5,2012-07-06,2012,JULIO,1,1,1,2,1,1,2,1
10,L22,1,CRUCERO 5,2012-07-07,2012,JULIO,0,0,0,1,0,1,0,0
10,L22N1,1,CRUCERO 5,2012-07-07,2012,JULIO,0,1,0,1,0,0,1,0
10,L22N2,1,CRUCERO 5,2012-07-08,2012,JULIO,0,1,0,1,0,0,1,0
10,L22N3,1,CRUCERO 5,2012-07-08,2012,JULIO,1,0,0,2,0,0,0,1
10,L23,1,CRUCERO 5,2012-07-07,2012,JULIO,0,0,1,1,0,0,1,1
10,L23N1,1,CRUCERO 5,2012-07-07,2012,JULIO,0,0,0,1,0,1,1,0
10,L23N2,1,CRUCERO 5,2012-07-07,2012,JULIO,1,1,1,2,0,1,2,0
10,L24,1,CRUCERO 5,2012-07-08,2012,JULIO,0,0,1,1,0,1,0,0
10,L24N1,1,CRUCERO 5,2012-07-08,2012,JULIO,1,1,1,2,0,0,0,0
10,L25,1,CRUCERO 5,2012-07-09,2012,JULIO,0,1,0,2,1,1,1,1
10,L25N1,1,CRUCERO 5,2012-07-08,2012,JULIO,0,1,1,3,1,1,2,2
10,L25N2,1,CRUCERO 5,2012-06-14,2012,JUNIO,0,0,,3,1,2,2,2
11,A01,1,CRUCERO 5,2012-06-14,2012,JUNIO,0,0,,1,0,2,4,3
11,A02,1,CRUCERO 5,2012-06-15,2012,JUNIO,1,1,,3,1,2,2,2
11,A03,1,CRUCERO 5,2012-06-15,2012,JUNIO,0,0,,1,1,2,2,2
11,A03N1,1,CRUCERO 5,2012-06-16,2012,JUNIO,1,0,,2,0,2,2,4
11,A04,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,1,,1,0,1,2,2
11,A04N1,1,CRUCERO 5,2012-06-16,2012,JUNIO,1,0,,1,1,2,4,5
11,A05,1,CRUCERO 5,2012-06-16,2012,JUNIO,3,0,,3,1,2,4,5
11,A05N1,1,CRUCERO 5,2012-06-15,2012,JUNIO,2,0,,1,1,3,5,6
11,A05N2,1,CRUCERO 5,2012-08-27,2012,AGOSTO,0,4,,3,0,0,4,2
11,A06,1,CRUCERO 5,2012-08-27,2012,AGOSTO,0,1,,2,0,0,3,2
11,A07,1,CRUCERO 5,2012-08-27,2012,AGOSTO,0,3,,2,0,0,3,2
11,A08,1,CRUCERO 5,2012-08-27,2012,AGOSTO,0,1,,1,0,0,3,2
11,A08N1,1,CRUCERO 5,2012-08-27,2012,AGOSTO,0,1,,1,0,1,2,3
11,A08N2,1,CRUCERO 5,2012-08-28,2012,AGOSTO,0,1,,1,0,0,3,3
11,A09,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,0,,0,0,1,1,0
11,A10,1,CRUCERO 5,2012-08-28,2012,AGOSTO,0,1,,1,0,0,3,3
11,A10N1,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,0,,1,0,1,1,2
11,A11,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,0,,2,1,1,3,5
11,A11N1,1,CRUCERO 5,2012-08-28,2012,AGOSTO,0,1,,1,1,0,1,2
11,A12,1,CRUCERO 5,2012-08-28,2012,AGOSTO,0,1,,1,0,0,1,1
11,A12N1,1,CRUCERO 5,2012-08-28,2012,AGOSTO,0,1,,0,1,1,2,3
11,A13,1,CRUCERO 5,2012-06-19,2012,JUNIO,0,0,,1,0,1,3,6
11,A14,1,CRUCERO 5,2012-08-29,2012,AGOSTO,1,1,,1,1,0,3,4
11,A15,1,CRUCERO 5,2012-08-29,2012,AGOSTO,0,1,,1,1,1,3,3
11,A16,1,CRUCERO 5,2012-06-19,2012,JUNIO,1,0,,1,1,2,5,5
11,A17,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,1,,1,0,0,0,0
11,A18,1,CRUCERO 5,2012-06-19,2012,JUNIO,0,0,,1,0,1,4,5
11,A18N1,1,CRUCERO 5,2012-08-25,2012,AGOSTO,0,1,,1,0,0,2,1
11,A18N2,1,CRUCERO 5,2012-08-25,2012,AGOSTO,1,3,,1,0,1,2,1
11,A18N3,1,CRUCERO 5,2012-06-17,2012,JUNIO,0,0,,1,0,1,4,5
11,A18N4,1,CRUCERO 5,2012-08-31,2012,AGOSTO,0,1,,1,1,1,2,3
11,A19,1,CRUCERO 5,2012-08-30,2012,AGOSTO,0,1,,1,1,0,1,2
11,A19N1,1,CRUCERO 5,2012-08-30,2012,AGOSTO,0,1,,1,1,0,3,3
11,A19N2,1,CRUCERO 5,2012-08-30,2012,AGOSTO,0,1,,1,1,1,2,3
11,A19N3,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,2,,1,1,0,4,4
11,A20,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,0,,1,0,0,4,3
11,A21,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,1,,1,1,0,4,4
11,A22,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,1,2,,1,1,1,5,4
11,A23,1,CRUCERO 5,2012-09-06,2012,SEPTIEMBRE,0,1,,1,1,0,3,2
11,A24,1,CRUCERO 5,2012-09-06,2012,SEPTIEMBRE,0,0,,0,0,0,4,2
11,A25,1,CRUCERO 5,2012-09-04,2012,SEPTIEMBRE,0,1,,1,0,0,2,1
11,A26,1,CRUCERO 5,2012-09-05,2012,SEPTIEMBRE,0,1,,0,0,0,2,1
11,A27,1,CRUCERO 5,2012-09-05,2012,SEPTIEMBRE,0,1,,1,0,0,3,1
11,A28,1,CRUCERO 5,2012-09-05,2012,SEPTIEMBRE,0,1,,0,0,0,2,0
11,A29,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,1,,0,0,0,4,4
11,A30,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,1,,1,1,1,4,4
11,A30N1,1,CRUCERO 5,2012-09-01,2012,SEPTIEMBRE,0,1,,2,1,1,3,3
11,A31,1,CRUCERO 5,2012-09-02,2012,SEPTIEMBRE,0,1,,1,1,0,2,2
11,A32,1,CRUCERO 5,2012-06-16,2012,JUNIO,0,0,,1,1,2,5,5
11,A33,1,CRUCERO 5,2012-06-16,2012,JUNIO,3,0,,3,1,3,4,5
11,A34,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,1,,1,0,0,3,2
11,A35,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,1,,1,1,0,3,2
11,A35N1,1,CRUCERO 5,2012-08-25,2012,AGOSTO,0,0,,1,0,1,3,1
11,A35N2,1,CRUCERO 5,2012-08-25,2012,AGOSTO,0,1,,0,0,0,2,0
11,A35N3,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,2,,0,1,1,4,4
11,A36,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,0,,1,1,0,2,0
11,A37,1,CRUCERO 5,2012-08-24,2012,AGOSTO,1,1,,1,1,0,5,3
11,A38N1,1,CRUCERO 5,2012-08-22,2012,AGOSTO,0,0,,1,0,0,0,0
11,A38N2,1,CRUCERO 5,2012-08-22,2012,AGOSTO,0,0,,0,0,1,2,0
11,A38N3,1,CRUCERO 5,2012-08-23,2012,AGOSTO,0,1,,1,1,0,2,1
11,A38N4,1,CRUCERO 5,2012-08-18,2012,AGOSTO,0,1,,1,0,0,5,2
11,A39,1,CRUCERO 5,2012-08-18,2012,AGOSTO,2,1,,2,2,0,5,2
11,A40,1,CRUCERO 5,2012-08-18,2012,AGOSTO,0,1,,1,1,1,5,2
11,A41,1,CRUCERO 5,2012-08-20,2012,AGOSTO,0,1,,1,1,1,5,1
11,A41N1,1,CRUCERO 5,2012-09-02,2012,SEPTIEMBRE,0,1,,1,1,0,3,1
11,A42,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,0,1,,1,0,0,2,2
11,A43,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,0,1,,0,0,0,3,2
11,A44,1,CRUCERO 5,2012-09-02,2012,SEPTIEMBRE,1,1,,1,1,0,2,2
11,A45,1,CRUCERO 5,2012-09-02,2012,SEPTIEMBRE,0,1,,0,1,0,3,2
11,A46,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,1,1,,0,0,0,3,2
11,A47,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,0,1,,1,1,0,3,3
11,A48,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,0,0,,0,0,0,2,1
11,A48N1,1,CRUCERO 5,2012-09-04,2012,SEPTIEMBRE,0,1,,0,0,0,3,1
11,A49,1,CRUCERO 5,2012-09-03,2012,SEPTIEMBRE,0,1,,1,1,0,2,1
11,A49N1,1,CRUCERO 5,2012-09-06,2012,SEPTIEMBRE,0,1,,1,1,0,3,3
11,A50,1,CRUCERO 5,2012-09-06,2012,SEPTIEMBRE,1,1,,0,1,0,4,3
11,A50N1,1,CRUCERO 5,2012-09-04,2012,SEPTIEMBRE,1,0,,0,0,0,3,2
11,A51,1,CRUCERO 5,2012-09-06,2012,SEPTIEMBRE,1,0,,0,0,0,3,2
11,A52,1,CRUCERO 5,2012-09-05,2012,SEPTIEMBRE,1,1,,0,0,0,3,1
11,A53,1,CRUCERO 5,2012-09-05,2012,SEPTIEMBRE,0,0,,1,0,0,2,1
11,A54,1,CRUCERO 5,2012-09-23,2012,SEPTIEMBRE,0,1,,2,0,0,6,5
11,A55,1,CRUCERO 5,2012-09-23,2012,SEPTIEMBRE,0,1,,1,1,0,5,4
11,A56,1,CRUCERO 5,2012-09-22,2012,SEPTIEMBRE,0,1,,1,0,1,5,4
11,A57,1,CRUCERO 5,2012-09-23,2012,SEPTIEMBRE,1,1,,1,0,0,4,4
11,A58,1,CRUCERO 5,2012-09-23,2012,SEPTIEMBRE,1,1,,1,0,0,5,4
11,A59,1,CRUCERO 5,2012-09-23,2012,SEPTIEMBRE,0,0,,1,1,0,5,5
11,A60,1,CRUCERO 5,2012-09-22,2012,SEPTIEMBRE,2,1,,2,0,0,5,4
12,M04,1,CRUCERO 5,2012-08-17,2012,AGOSTO,2,2,,1,1,3,1,1
12,M05,1,CRUCERO 5,2012-08-17,2012,AGOSTO,2,1,,1,1,3,4,5
12,M06,1,CRUCERO 5,2012-08-18,2012,AGOSTO,0,3,,1,1,0,4,4
12,M01N,1,CRUCERO 5,2012-08-17,2012,AGOSTO,0,3,,1,2,2,4,5
12,M02N,1,CRUCERO 5,2012-08-17,2012,AGOSTO,0,3,,2,2,1,2,4
12,M03N,1,CRUCERO 5,2012-08-17,2012,AGOSTO,0,1,,1,1,0,0,3
12,M07,1,CRUCERO 5,2012-08-17,2012,AGOSTO,2,3,,2,2,2,4,3
12,M24N,1,CRUCERO 5,2012-08-17,2012,AGOSTO,2,1,,1,2,0,4,4
12,M08,1,CRUCERO 5,2012-08-16,2012,AGOSTO,2,2,,1,1,0,1,4
12,M25N,1,CRUCERO 5,2012-08-16,2012,AGOSTO,0,3,,1,0,0,4,4
12,M09,1,CRUCERO 5,2012-08-16,2012,AGOSTO,1,0,,2,1,0,2,4
12,M10,1,CRUCERO 5,2012-08-16,2012,AGOSTO,2,2,,1,0,0,1,4
12,M11,1,CRUCERO 5,2012-08-16,2012,AGOSTO,0,2,,2,1,0,0,3
12,M12,1,CRUCERO 5,2012-08-16,2012,AGOSTO,1,2,,3,1,0,2,2
12,M13,1,CRUCERO 5,2012-08-15,2012,AGOSTO,0,1,,2,1,0,2,4
12,M14,1,CRUCERO 5,2012-08-15,2012,AGOSTO,2,0,,1,0,0,0,4
12,M15,1,CRUCERO 5,2012-08-15,2012,AGOSTO,0,1,,1,1,0,3,5
12,M16,1,CRUCERO 5,2012-08-15,2012,AGOSTO,2,0,,2,1,0,1,4
12,M16N1,1,CRUCERO 5,2012-08-19,2012,AGOSTO,0,0,,1,2,0,2,2
12,M17,1,CRUCERO 5,2012-08-14,2012,AGOSTO,2,1,,3,0,0,0,2
12,M18,1,CRUCERO 5,2012-08-14,2012,AGOSTO,2,1,,2,2,0,0,0
12,M19,1,CRUCERO 5,2012-08-14,2012,AGOSTO,2,1,,2,1,0,1,1
12,M20,1,CRUCERO 5,2012-08-14,2012,AGOSTO,2,2,,1,0,0,0,2
12,M21,1,CRUCERO 5,2012-08-14,2012,AGOSTO,2,1,,2,1,0,0,2
12,M22,1,CRUCERO 5,2012-08-19,2012,AGOSTO,0,2,,1,0,0,0,0
12,M23,1,CRUCERO 5,2012-08-19,2012,AGOSTO,0,0,,4,0,0,0,2
12,M24,1,CRUCERO 5,2012-08-01,2012,AGOSTO,0,0,,1,0,0,0,0
12,M25,1,CRUCERO 5,2012-08-02,2012,AGOSTO,0,0,,1,0,0,0,0
12,M26,1,CRUCERO 5,2012-08-01,2012,AGOSTO,0,0,,1,0,0,0,0
12,M27,1,CRUCERO 5,2012-08-01,2012,AGOSTO,0,0,,1,0,0,0,0
12,M28,1,CRUCERO 5,2012-08-01,2012,AGOSTO,0,0,,2,0,0,0,0
12,M29,1,CRUCERO 5,2012-08-01,2012,AGOSTO,0,0,,2,0,0,0,0
12,M29N1,1,CRUCERO 5,2012-08-02,2012,AGOSTO,0,0,,1,0,0,0,0
12,M30,1,CRUCERO 5,2012-08-02,2012,AGOSTO,1,0,,0,0,0,0,1
12,M31,1,CRUCERO 5,2012-08-03,2012,AGOSTO,0,0,,0,0,0,0,0
12,M32,1,CRUCERO 5,2012-08-03,2012,AGOSTO,0,0,,0,0,0,0,0
12,M33,1,CRUCERO 5,2012-08-04,2012,AGOSTO,0,0,,0,0,0,0,1
12,M34,1,CRUCERO 5,2012-08-04,2012,AGOSTO,0,0,,0,0,0,0,0
12,M34N1,1,CRUCERO 5,2012-08-04,2012,AGOSTO,0,0,,0,0,0,0,0
12,M35,1,CRUCERO 5,2012-08-05,2012,AGOSTO,0,0,,0,0,0,0,0
12,M36,1,CRUCERO 5,2012-08-22,2012,AGOSTO,2,1,,1,0,0,1,1
12,M37,1,CRUCERO 5,2012-08-22,2012,AGOSTO,2,1,,1,0,0,0,0
12,M38,1,CRUCERO 5,2012-08-23,2012,AGOSTO,0,0,,0,0,0,0,1
12,M39,1,CRUCERO 5,2012-08-24,2012,AGOSTO,0,0,,1,0,0,0,2
12,M39C1,1,CRUCERO 5,2012-08-06,2012,AGOSTO,0,0,,0,0,0,0,0
12,M39N1,1,CRUCERO 5,2012-08-06,2012,AGOSTO,0,0,,0,0,0,0,0
12,M39C3,1,CRUCERO 5,2012-08-05,2012,AGOSTO,0,0,,0,0,1,0,0
12,M39N2,1,CRUCERO 5,2012-08-05,2012,AGOSTO,0,0,,0,0,0,0,0
12,M39N3,1,CRUCERO 5,2012-08-05,2012,AGOSTO,0,0,,0,0,0,0,0
12,M40,1,CRUCERO 5,2012-08-13,2012,AGOSTO,0,1,,0,0,0,0,2
12,M40N1,1,CRUCERO 5,2012-08-13,2012,AGOSTO,0,1,,0,0,0,0,1
12,M41,1,CRUCERO 5,2012-08-13,2012,AGOSTO,1,1,,0,0,0,0,1
12,M42,1,CRUCERO 5,2012-08-14,2012,AGOSTO,1,1,,0,0,0,0,1
12,M43,1,CRUCERO 5,2012-08-14,2012,AGOSTO,0,1,,0,0,0,0,1
12,M44,1,CRUCERO 5,2012-08-15,2012,AGOSTO,0,1,,0,0,0,0,1
12,M44N1,1,CRUCERO 5,2012-08-12,2012,AGOSTO,0,0,,0,0,0,0,0
12,M45,1,CRUCERO 5,2012-08-15,2012,AGOSTO,1,1,,0,0,0,0,1
12,M46,1,CRUCERO 5,2012-08-11,2012,AGOSTO,0,0,,0,0,0,0,1
12,M46N1,1,CRUCERO 5,2012-08-11,2012,AGOSTO,0,1,,0,0,0,0,1
10,L01,1,CRUCERO 5,2013-08-16,2013,AGOSTO,0,1,0,4,0,0,2,5
10,L02,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,1,0,5,0,0,1,2
10,L02N1,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,1,0,6,0,0,0,4
10,L02N2,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,0,0,5,0,0,0,4
10,L02N3,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,1,0,6,0,0,1,4
10,L02N4,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,0,0,6,0,0,1,3
10,L03,1,CRUCERO 5,2013-08-12,2013,AGOSTO,0,2,0,5,0,0,5,7
10,L03N1,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,1,0,6,0,1,1,4
10,L04,1,CRUCERO 5,2013-08-15,2013,AGOSTO,0,0,0,1,0,0,2,3
10,L04N2,1,CRUCERO 5,2013-08-16,2013,AGOSTO,0,2,0,5,0,0,3,6
10,L04N3,1,CRUCERO 5,2013-08-15,2013,AGOSTO,0,1,0,1,0,0,2,4
10,L04N4,1,CRUCERO 5,2013-08-15,2013,AGOSTO,0,1,0,1,0,0,3,4
10,L05,1,CRUCERO 5,2013-08-14,2013,AGOSTO,0,1,0,3,0,0,1,1
10,L06,1,CRUCERO 5,2013-08-14,2013,AGOSTO,0,1,0,2,1,0,3,3
10,L06N1,1,CRUCERO 5,2013-08-12,2013,AGOSTO,0,3,0,6,0,0,6,8
10,L06N2,1,CRUCERO 5,2013-08-12,2013,AGOSTO,0,1,0,5,0,0,4,7
10,L07,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,1,0,1,0,0,2,4
10,L08,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,1,0,3,0,0,3,5
10,L09,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,1,0,2,0,0,2,5
10,L09N1,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,3,0,4,0,0,5,8
10,L10,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,3,0,5,0,0,5,8
10,L10N2,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,3,0,4,1,0,5,8
10,L10N3,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,3,0,4,0,1,5,8
10,L11,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,1,0,2,0,0,0,3
10,L12,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,3,0,4,0,0,1,2
10,L13,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,2,0,3,0,1,1,3
10,L13N1,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,2,0,5,0,0,3,6
10,L14,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,2,0,2,0,0,3,6
10,L16,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,0,0,1,0,0,3,4
10,L16N1,1,CRUCERO 5,2013-08-07,2013,AGOSTO,0,0,0,1,0,0,3,4
10,L17,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,0,0,1,0,0,4,6
10,L17N1,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,1,0,1,0,0,3,6
10,L17N2,1,CRUCERO 5,2013-08-13,2013,AGOSTO,0,0,0,1,0,0,3,5
10,L19N1,1,CRUCERO 5,2013-08-08,2013,AGOSTO,1,1,0,1,1,0,1,1
10,L22N1,1,CRUCERO 5,2013-08-09,2013,AGOSTO,0,2,0,1,1,0,4,1
10,L22N2,1,CRUCERO 5,2013-08-09,2013,AGOSTO,0,2,0,0,0,1,3,1
10,L22N3,1,CRUCERO 5,2013-08-09,2013,AGOSTO,0,2,0,1,0,0,3,1
10,L23N1,1,CRUCERO 5,2013-08-08,2013,AGOSTO,0,2,0,1,0,0,3,2
10,L23N2,1,CRUCERO 5,2013-08-08,2013,AGOSTO,1,2,0,1,0,0,3,2
10,L24N1,1,CRUCERO 5,2013-08-09,2013,AGOSTO,0,1,0,0,0,0,3,1
10,L25,1,CRUCERO 5,2013-08-12,2013,AGOSTO,0,0,0,1,0,0,3,3
10,L25N1,1,CRUCERO 5,2013-08-10,2013,AGOSTO,0,1,0,0,1,0,1,2
11,A02N1,1,CRUCERO 5,2013-08-30,2013,AGOSTO,0,0,0,1,0,0,0,0
11,A03,1,CRUCERO 5,2013-08-30,2013,AGOSTO,0,0,0,1,1,0,0,1
11,A03N1,1,CRUCERO 5,2013-08-30,2013,AGOSTO,0,1,0,1,0,0,1,2
11,A05N1,1,CRUCERO 5,2013-08-29,2013,AGOSTO,0,1,0,1,0,1,1,2
11,A05N2,1,CRUCERO 5,2013-08-28,2013,AGOSTO,1,0,0,1,0,1,0,0
11,A09,1,CRUCERO 5,2013-09-02,2013,SEPTIEMBRE,0,1,0,1,0,0,1,1
11,A10,1,CRUCERO 5,2013-09-02,2013,SEPTIEMBRE,0,1,0,1,0,0,0,1
11,A11,1,CRUCERO 5,2013-09-02,2013,SEPTIEMBRE,0,0,0,1,0,0,0,1
11,A12,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,1,0,0,0,0,0,2
11,A13,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,1,0,1,0,0,0,1
11,A14,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,0,0,1,0,0,1,1
11,A15,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,1,0,1,0,0,0,0
11,A16,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,0,0,1,0,0,0,1
11,A16N1,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,0,1,0,0,0,0,1,0
11,A17,1,CRUCERO 5,2013-09-03,2013,SEPTIEMBRE,1,1,0,1,0,0,0,1
11,A18,1,CRUCERO 5,2013-08-25,2013,AGOSTO,0,1,0,1,0,1,1,2
11,A18N1,1,CRUCERO 5,2013-08-27,2013,AGOSTO,0,1,0,1,0,0,1,3
11,A18N2,1,CRUCERO 5,2013-08-26,2013,AGOSTO,0,1,0,2,0,1,1,2
11,A18N3,1,CRUCERO 5,2013-08-26,2013,AGOSTO,0,1,0,1,1,0,2,1
11,A18N4,1,CRUCERO 5,2013-08-27,2013,AGOSTO,1,0,0,1,1,0,1,1
11,A19,1,CRUCERO 5,2013-09-05,2013,SEPTIEMBRE,0,0,0,1,1,0,0,0
11,A19N1,1,CRUCERO 5,2013-09-05,2013,SEPTIEMBRE,0,0,0,1,1,1,0,0
11,A19N2,1,CRUCERO 5,2013-09-05,2013,SEPTIEMBRE,0,0,0,1,1,0,0,0
11,A20,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,1,1,0,0,0
11,A20N1,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,1,0,1,1,0
11,A21,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,1,0,0,0,0
11,A22,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,0,0,0,0,0
11,A23,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,0,0,1,1,0,1,0
11,A24,1,CRUCERO 5,2013-09-12,2013,SEPTIEMBRE,0,0,0,0,0,0,0,0
11,A25,1,CRUCERO 5,2013-09-12,2013,SEPTIEMBRE,1,1,0,2,0,0,0,0
11,A26,1,CRUCERO 5,2013-09-10,2013,SEPTIEMBRE,0,0,0,0,0,0,0,0
11,A27,1,CRUCERO 5,2013-09-11,2013,SEPTIEMBRE,1,1,0,0,0,0,0,0
11,A28,1,CRUCERO 5,2013-09-11,2013,SEPTIEMBRE,0,0,0,1,0,0,0,0
11,A29,1,CRUCERO 5,2013-09-11,2013,SEPTIEMBRE,0,1,0,0,0,0,0,0
11,A30,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,1,0,1,1,0
11,A30N1,1,CRUCERO 5,2013-09-06,2013,SEPTIEMBRE,0,1,0,1,0,0,0,0
11,A32,1,CRUCERO 5,2013-09-07,2013,SEPTIEMBRE,0,0,0,1,0,0,0,0
11,A32N1,1,CRUCERO 5,2013-09-07,2013,SEPTIEMBRE,2,1,0,1,1,0,0,0
11,A33,1,CRUCERO 5,2013-08-30,2013,AGOSTO,0,0,0,0,1,0,0,1
11,A35,1,CRUCERO 5,2013-08-25,2013,AGOSTO,0,1,0,0,0,0,1,2
11,A35N1,1,CRUCERO 5,2013-08-25,2013,AGOSTO,1,0,0,1,1,0,1,2
11,A35N2,1,CRUCERO 5,2013-08-27,2013,AGOSTO,1,1,0,1,0,0,0,1
11,A35N3,1,CRUCERO 5,2013-08-27,2013,AGOSTO,0,0,0,1,0,0,1,1
11,A36,1,CRUCERO 5,2013-08-25,2013,AGOSTO,0,1,0,0,1,0,2,2
11,A37,1,CRUCERO 5,2013-08-24,2013,AGOSTO,1,0,0,1,1,0,1,1
